date,feature_index,NO2
2026-03-15T00:00:00.000Z,0,
2026-03-11T00:00:00.000Z,0,
2026-03-14T00:00:00.000Z,0,4.53731270681601E-5
2026-08-16T00:00:00.000Z,0,2.908395228789434E-5
2026-08-21T00:00:00.000Z,0,5.694370106034007E-5
2026-08-18T00:00:00.000Z,0,4.049073068017606E-5
2026-08-15T00:00:00.000Z,0,2.7147513628733576E-5
2026-08-19T00:00:00.000Z,0,4.4263382733333856E-5
2026-08-22T00:00:00.000Z,0,3.385429308764287E-5
2026-08-17T00:00:00.000Z,0,2.603026153819348E-5
2026-08-20T00:00:00.000Z,0,2.861156558537914E-5
2026-04-21T00:00:00.000Z,0,2.5706711312523112E-5
2026-04-20T00:00:00.000Z,0,2.1690320841116774E-5
2026-04-19T00:00:00.000Z,0,2.515920575660857E-5
2026-04-22T00:00:00.000Z,0,
2026-04-18T00:00:00.000Z,0,2.841053516449927E-5
2026-04-17T00:00:00.000Z,0,3.2094645147855556E-5
2026-04-24T00:00:00.000Z,0,1.3716009311792731E-5
2026-04-23T00:00:00.000Z,0,
2025-09-20T00:00:00.000Z,0,2.5348620056320215E-5
2025-09-16T00:00:00.000Z,0,
2025-09-18T00:00:00.000Z,0,
2025-09-15T00:00:00.000Z,0,2.6743162875804543E-5
2025-09-14T00:00:00.000Z,0,3.799182316773416E-5
2025-09-19T00:00:00.000Z,0,2.8677642035290773E-5
2025-09-13T00:00:00.000Z,0,4.5970747712143586E-5
2025-09-17T00:00:00.000Z,0,2.8588479472091423E-5
2025-11-06T00:00:00.000Z,0,
2025-11-03T00:00:00.000Z,0,
2025-11-05T00:00:00.000Z,0,4.331019481469411E-5
2025-10-31T00:00:00.000Z,0,3.0222156419767997E-5
2025-11-02T00:00:00.000Z,0,
2025-11-04T00:00:00.000Z,0,2.277729338727243E-5
2025-11-07T00:00:00.000Z,0,2.47205078570308E-5
2025-11-01T00:00:00.000Z,0,1.443945666323998E-5
2026-01-01T00:00:00.000Z,0,
2025-12-29T00:00:00.000Z,0,2.646462541490205E-5
2026-01-02T00:00:00.000Z,0,1.1198711035831366E-5
2025-12-28T00:00:00.000Z,0,1.7592335382232704E-5
2025-12-30T00:00:00.000Z,0,2.2964253730606288E-5
