date,feature_index,SO2
2025-10-13T00:00:00.000Z,0,-2.390892086623353E-4
2025-10-10T00:00:00.000Z,0,-9.209391282638535E-5
2025-10-07T00:00:00.000Z,0,2.1657235811289867E-5
2025-10-08T00:00:00.000Z,0,-2.3155940743890825E-5
2026-02-03T00:00:00.000Z,0,-2.2457958241122673E-5
2026-02-01T00:00:00.000Z,0,
2026-01-31T00:00:00.000Z,0,3.3496200558147395E-6
2026-01-28T00:00:00.000Z,0,6.497258679398026E-5
2026-01-29T00:00:00.000Z,0,-2.109731137940852E-5
2026-02-02T00:00:00.000Z,0,1.9181663446943276E-4
2026-01-27T00:00:00.000Z,0,
2026-01-30T00:00:00.000Z,0,-1.632317744224565E-4
2026-04-21T00:00:00.000Z,0,4.290833461901026E-5
2026-04-20T00:00:00.000Z,0,1.2068235455444664E-4
2026-04-19T00:00:00.000Z,0,-5.337727634469047E-5
2026-04-22T00:00:00.000Z,0,
2026-04-18T00:00:00.000Z,0,1.1439980314915172E-4
2026-04-17T00:00:00.000Z,0,1.8012983346125112E-4
2026-04-24T00:00:00.000Z,0,2.5116717855174404E-5
2026-04-23T00:00:00.000Z,0,
2026-07-28T00:00:00.000Z,0,1.3522366215410228E-5
2026-07-24T00:00:00.000Z,0,5.700832971342606E-5
2026-07-25T00:00:00.000Z,0,1.546694279568328E-4
2026-07-26T00:00:00.000Z,0,1.1805771628132788E-4
2026-07-22T00:00:00.000Z,0,1.0620970224408665E-4
2026-07-29T00:00:00.000Z,0,1.1793112763472083E-5
2026-07-23T00:00:00.000Z,0,8.601606914453442E-5
2026-07-27T00:00:00.000Z,0,1.4337321717903251E-4
2026-08-10T00:00:00.000Z,0,2.4566313974598114E-4
2026-08-07T00:00:00.000Z,0,5.1576205441961066E-5
2026-08-09T00:00:00.000Z,0,2.1586337322787585E-4
2026-08-08T00:00:00.000Z,0,1.7063196173694452E-5
2026-08-13T00:00:00.000Z,0,-8.478244024558989E-5
2026-08-12T00:00:00.000Z,0,1.366047166811768E-4
2026-08-11T00:00:00.000Z,0,2.0014191468362697E-4
2026-08-14T00:00:00.000Z,0,3.067001889576204E-5
2026-02-04T00:00:00.000Z,0,3.940201713703573E-5
2026-02-05T00:00:00.000Z,0,
2026-02-11T00:00:00.000Z,0,1.0855582513613626E-4
2026-02-06T00:00:00.000Z,0,-1.3381123426370323E-4
2026-02-09T00:00:00.000Z,0,
2026-02-07T00:00:00.000Z,0,
2026-02-08T00:00:00.000Z,0,-3.9624087852037824E-5
2026-02-10T00:00:00.000Z,0,-1.1490408299626627E-4
2026-07-21T00:00:00.000Z,0,3.880339131114852E-5
2026-07-15T00:00:00.000Z,0,3.425710733608867E-5
2026-07-20T00:00:00.000Z,0,-5.1087196879961994E-5
2026-07-17T00:00:00.000Z,0,7.99693872068019E-5
2026-07-16T00:00:00.000Z,0,-1.5276728072421973E-5
2026-07-14T00:00:00.000Z,0,7.017437001195503E-5
2026-07-19T00:00:00.000Z,0,5.2341697988190894E-8
2026-07-18T00:00:00.000Z,0,-5.90162085245538E-7
2025-09-25T00:00:00.000Z,0,3.657432137659175E-5
2025-09-27T00:00:00.000Z,0,4.988112682200919E-5
2025-09-23T00:00:00.000Z,0,2.1099512964610766E-4
2025-09-24T00:00:00.000Z,0,-6.13073236308992E-5
